element	sp_num	obs_wl_vac(nm)	ritz_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
N	5	""	"64.2800"	""	"4.80e+07"	B	"606348.8"	"[761918.3]"	"1s2.4s"	"2S"	"1/2"	"1s2.10p"	"2P*"	"3/2"		"T3225LS"	""	
N	5	""	"64.2808"	""	"4.80e+07"	B	"606348.8"	"[761916.3]"	"1s2.4s"	"2S"	"1/2"	"1s2.10p"	"2P*"	"1/2"		"T3225LS"	""	
N	2	"64.4634"	"64.4634"	"285"	"1.19e+09"	A	"0.0"	"155126.73"	"2s2.2p2"	"3P"	"0"	"2s.2p3"	"3S*"	"1"		"T7333"	"L3513"	
N	2	"64.4837"	"64.4837"	"360"	"3.56e+09"	A	"48.7"	"155126.73"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"3S*"	"1"		"T7333"	"L3513"	
N	2	"64.5178"	"64.5178"	"450"	"5.94e+09"	A	"130.8"	"155126.73"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"3S*"	"1"		"T7333"	"L3513"	
N	2	""	"64.6209"	""	"1.43e+06"	B	"32688.8"	"187437.56"	"2s2.2p2"	"1S"	"0"	"2s2.2p.3d"	"3D*"	"1"		"T7333"	""	
N	1	"64.750"	""	"140"	""		""	""	""	""	""	""	""	""		""	"L3513"	
N	2	"66.0286"	"66.0286"	"360"	"3.17e+09"	B+	"15316.2"	"166765.66"	"2s2.2p2"	"1D"	"2"	"2s.2p3"	"1P*"	"1"		"T7333"	"L3513"	
N	3	""	"66.0551"	""	"2.24e+07"	B	"145875.7"	"297264.4"	"2s.2p2"	"2P"	"1/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"66.1032"	""	"1.12e+08"	B	"145985.8"	"297264.4"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"66.1046"	""	"8.95e+07"	B	"145875.7"	"297151.2"	"2s.2p2"	"2P"	"1/2"	"2s.2p.(3P*).3s"	"2P*"	"1/2"		"T7192LS"	""	
N	3	""	"66.1527"	""	"4.47e+07"	B	"145985.8"	"297151.2"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"1/2"		"T7192LS"	""	
N	4	""	"66.7653"	""	"8.58e+08"	B	"404522.4"	"554300.7"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.5d"	"1D"	"2"		"T5633"	""	
N	2	""	"67.0296"	""	"3.80e+07"	B+	"0.0"	"149187.80"	"2s2.2p2"	"3P"	"0"	"2s2.2p.3s"	"1P*"	"1"		"T7333"	""	
N	2	""	"67.0515"	""	"3.02e+07"	B+	"48.7"	"149187.80"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3s"	"1P*"	"1"		"T7333"	""	
N	5	""	"67.0846"	""	"6.54e+07"	B	"606348.8"	"[755414.3]"	"1s2.4s"	"2S"	"1/2"	"1s2.9p"	"2P*"	"3/2"		"T3225LS"	""	
N	5	""	"67.0859"	""	"6.54e+07"	B	"606348.8"	"[755411.5]"	"1s2.4s"	"2S"	"1/2"	"1s2.9p"	"2P*"	"1/2"		"T3225LS"	""	
N	2	""	"67.0884"	""	"3.68e+07"	B+	"130.8"	"149187.80"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3s"	"1P*"	"1"		"T7333"	""	
N	2	"67.1016"	"67.1016"	"170"	"2.84e+08"	B+	"48.7"	"149076.52"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3s"	"3P*"	"2"		"T7333"	"L3513"	
N	2	"67.1386"	"67.1386"	"285"	"8.52e+08"	B+	"130.8"	"149076.52"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3s"	"3P*"	"2"		"T7333"	"L3513"	
N	2	""	"67.1411"	""	"3.40e+08"	B+	"0.0"	"148940.17"	"2s2.2p2"	"3P"	"0"	"2s2.2p.3s"	"3P*"	"1"		"T7333"	""	
N	2	"67.1630"	"67.1630"	"150"	"2.53e+08"	B+	"48.7"	"148940.17"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3s"	"3P*"	"1"		"T7333"	"L3513"	
N	2	"67.1773"	"67.1773"	"160"	"1.13e+09"	B+	"48.7"	"148908.59"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3s"	"3P*"	"0"		"T7333"	"L3513"	
N	2	"67.2001"	"67.2001"	"170"	"4.38e+08"	B+	"130.8"	"148940.17"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3s"	"3P*"	"1"		"T7333"	"L3513"	
N	3	""	"67.9316"	""	"4.10e+07"	B	"230404.3"	"377611.3"	"2p3"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"67.9335"	""	"2.05e+08"	B	"230408.6"	"377611.3"	"2p3"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"67.9470"	""	"1.64e+08"	B	"230404.3"	"377577.9"	"2p3"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"67.9490"	""	"8.20e+07"	B	"230408.6"	"377577.9"	"2p3"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"		"T7192LS"	""	
N	5	""	"68.0703"	""	"9.27e+07"	B	"615141.0"	"762048"	"1s2.4p"	"2P*"	"1/2"	"1s2.10d"	"2D"	"3/2"		"T3225LS"	""	
N	5	""	"68.0748"	""	"1.11e+08"	B	"615173.8"	"762071"	"1s2.4p"	"2P*"	"3/2"	"1s2.10d"	"2D"	"5/2"		"T3225LS"	""	
N	5	""	"68.0855"	""	"1.85e+07"	B	"615173.8"	"762048"	"1s2.4p"	"2P*"	"3/2"	"1s2.10d"	"2D"	"3/2"		"T3225LS"	""	
N	5	""	"68.3799"	""	"2.44e+07"	B	"615141.0"	"[761382.7]"	"1s2.4p"	"2P*"	"1/2"	"1s2.10s"	"2S"	"1/2"		"T3225LS"	""	
N	5	""	"68.3953"	""	"4.87e+07"	B	"615173.8"	"[761382.7]"	"1s2.4p"	"2P*"	"3/2"	"1s2.10s"	"2S"	"1/2"		"T3225LS"	""	
N	3	"68.4996"	"68.4998"	"500"	"9.63e+08"	B	"0.0"	"145985.8"	"2s2.2p"	"2P*"	"1/2"	"2s.2p2"	"2P"	"3/2"		"T6335n"	"L3513"	
N	3	""	"68.5393"	""	"7.68e+01"	D	"57187.1"	"203088.9"	"2s.2p2"	"4P"	"1/2"	"2p3"	"2D*"	"3/2"		"T6335"	""	
N	3	"68.5513"	"68.5515"	"570"	"3.83e+09"	B	"0.0"	"145875.7"	"2s2.2p"	"2P*"	"1/2"	"2s.2p2"	"2P"	"1/2"		"T6335n"	"L3513"	
N	3	""	"68.5673"	""	"3.22e+03"	D	"57246.8"	"203088.9"	"2s.2p2"	"4P"	"3/2"	"2p3"	"2D*"	"3/2"		"T6335"	""	
N	3	""	"68.5740"	""	"2.19e+02"	D	"57246.8"	"203074.6"	"2s.2p2"	"4P"	"3/2"	"2p3"	"2D*"	"5/2"		"T6335"	""	
N	3	"68.5816"	"68.5817"	"650"	"4.54e+09"	B	"174.4"	"145985.8"	"2s2.2p"	"2P*"	"3/2"	"2s.2p2"	"2P"	"3/2"		"T6335n"	"L3513"	
N	3	""	"68.6055"	""	"4.63e+02"	D	"57327.9"	"203088.9"	"2s.2p2"	"4P"	"5/2"	"2p3"	"2D*"	"3/2"		"T6335"	""	
N	3	""	"68.6122"	""	"1.06e+04"	D	"57327.9"	"203074.6"	"2s.2p2"	"4P"	"5/2"	"2p3"	"2D*"	"5/2"		"T6335"	""	
N	3	"68.6335"	"68.6336"	"500"	"1.95e+09"	B	"174.4"	"145875.7"	"2s2.2p"	"2P*"	"3/2"	"2s.2p2"	"2P"	"1/2"		"T6335n"	"L3513"	
N	3	""	"69.1193"	""	"9.22e+07"	B	"101023.9"	"245701.3"	"2s.2p2"	"2D"	"5/2"	"2s2.3p"	"2P*"	"3/2"		"T6335n"	""	
N	3	""	"69.1225"	""	"1.02e+07"	C+	"101030.6"	"245701.3"	"2s.2p2"	"2D"	"3/2"	"2s2.3p"	"2P*"	"3/2"		"T6335n"	""	
N	3	""	"69.1397"	""	"1.02e+08"	B	"101030.6"	"245665.4"	"2s.2p2"	"2D"	"3/2"	"2s2.3p"	"2P*"	"1/2"		"T6335n"	""	
N	1	"69.270"	""	"350"	""		""	""	""	""	""	""	""	""		""	"L3513"	
N	2	""	"69.3774"	""	"5.66e+03"	C+	"48.7"	"144187.94"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"1D*"	"2"		"T7333"	""	
N	2	""	"69.4169"	""	"4.14e+04"	C+	"130.8"	"144187.94"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"1D*"	"2"		"T7333"	""	
N	5	""	"69.4388"	""	"9.04e+04"	B	"618059.3"	"762071"	"1s2.4f"	"2F*"	"5/2"	"1s2.10d"	"2D"	"5/2"		"T3225LS"	""	
N	5	""	"69.4411"	""	"1.81e+06"	B	"618064.1"	"762071"	"1s2.4f"	"2F*"	"7/2"	"1s2.10d"	"2D"	"5/2"		"T3225LS"	""	
N	5	""	"69.4435"	""	"1.29e+06"	B	"617916.3"	"[761918.3]"	"1s2.4d"	"2D"	"3/2"	"1s2.10p"	"2P*"	"3/2"		"T3225LS"	""	
N	5	""	"69.4444"	""	"1.29e+07"	B	"617916.3"	"[761916.3]"	"1s2.4d"	"2D"	"3/2"	"1s2.10p"	"2P*"	"1/2"		"T3225LS"	""	
N	5	""	"69.4479"	""	"1.16e+07"	B	"617925.5"	"[761918.3]"	"1s2.4d"	"2D"	"5/2"	"1s2.10p"	"2P*"	"3/2"		"T3225LS"	""	
N	5	""	"69.4499"	""	"1.90e+06"	B	"618059.3"	"762048"	"1s2.4f"	"2F*"	"5/2"	"1s2.10d"	"2D"	"3/2"		"T3225LS"	""	
N	4	""	"70.3191"	""	"4.87e+08"	B	"404522.4"	"546731.3"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.5s"	"1S"	"0"		"T5633"	""	
N	6	""	"71.0379"	""	"5.237e+08"	AA	"4202520"	"4343290"	"1s.4s"	"1S"	"0"	"1s.6p"	"1P*"	"1"		"T5997"	""	
N	5	""	"71.1911"	""	"1.28e+08"	B	"615141.0"	"755608"	"1s2.4p"	"2P*"	"1/2"	"1s2.9d"	"2D"	"3/2"		"T3225LS"	""	
N	5	""	"71.1951"	""	"1.53e+08"	B	"615173.8"	"755633"	"1s2.4p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"5/2"		"T3225LS"	""	
N	5	""	"71.2077"	""	"2.56e+07"	B	"615173.8"	"755608"	"1s2.4p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"3/2"		"T3225LS"	""	
N	5	"71.3518"	"71.3518"	"90"	"3.60e+09"	A	"477765.7"	"617916.3"	"1s2.3p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"		"T5118LS"	"L4829"	
N	5	"71.3860"	"71.3860"	"150"	"4.32e+09"	A	"477842.0"	"617925.5"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"		"T5118LS"	"L4829"	
N	5	""	"71.3907"	""	"7.19e+08"	A	"477842.0"	"617916.3"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"3/2"		"T5118LS"	""	
N	5	""	"71.4484"	""	"9.37e+07"	B	"606348.8"	"[746309.9]"	"1s2.4s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"71.4504"	""	"9.37e+07"	B	"606348.8"	"[746306.0]"	"1s2.4s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"1/2"		"T5118LS"	""	
N	2	""	"71.5254"	""	"1.06e+05"	B+	"15316.2"	"155126.73"	"2s2.2p2"	"1D"	"2"	"2s.2p3"	"3S*"	"1"		"T7333"	""	
N	5	""	"71.6661"	""	"3.42e+07"	B	"615141.0"	"[754677.0]"	"1s2.4p"	"2P*"	"1/2"	"1s2.9s"	"2S"	"1/2"		"T3225LS"	""	
N	5	""	"71.6829"	""	"6.83e+07"	B	"615173.8"	"[754677.0]"	"1s2.4p"	"2P*"	"3/2"	"1s2.9s"	"2S"	"1/2"		"T3225LS"	""	
N	4	""	"72.0244"	""	"6.54e+07"	B	"405971.6"	"544813.4"	"1s2.2s.3p"	"3P*"	"0"	"1s2.2s.5s"	"3S"	"1"		"T5633LS"	""	
N	4	""	"72.0327"	""	"1.96e+08"	B	"405987.5"	"544813.4"	"1s2.2s.3p"	"3P*"	"1"	"1s2.2s.5s"	"3S"	"1"		"T5633LS"	""	
N	4	""	"72.0510"	""	"3.27e+08"	B	"406022.8"	"544813.4"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.5s"	"3S"	"1"		"T5633LS"	""	
N	5	""	"72.6883"	""	"1.30e+05"	B	"618059.3"	"755633"	"1s2.4f"	"2F*"	"5/2"	"1s2.9d"	"2D"	"5/2"		"T3225LS"	""	
N	5	""	"72.6908"	""	"2.60e+06"	B	"618064.1"	"755633"	"1s2.4f"	"2F*"	"7/2"	"1s2.9d"	"2D"	"5/2"		"T3225LS"	""	
N	5	""	"72.7015"	""	"2.73e+06"	B	"618059.3"	"755608"	"1s2.4f"	"2F*"	"5/2"	"1s2.9d"	"2D"	"3/2"		"T3225LS"	""	
N	5	""	"72.7283"	""	"1.83e+06"	B	"617916.3"	"[755414.3]"	"1s2.4d"	"2D"	"3/2"	"1s2.9p"	"2P*"	"3/2"		"T3225LS"	""	
N	5	""	"72.7298"	""	"1.83e+07"	B	"617916.3"	"[755411.5]"	"1s2.4d"	"2D"	"3/2"	"1s2.9p"	"2P*"	"1/2"		"T3225LS"	""	
N	5	""	"72.7332"	""	"1.65e+07"	B	"617925.5"	"[755414.3]"	"1s2.4d"	"2D"	"5/2"	"1s2.9p"	"2P*"	"3/2"		"T3225LS"	""	
N	6	""	"72.7484"	""	"1.136e+08"	AA	"4205830"	"4343290"	"1s.4d"	"1D"	"2"	"1s.6p"	"1P*"	"1"		"T5997"	""	
N	4	""	"74.4566"	""	"5.58e+07"	B	"377284.8"	"511591.2"	"1s2.2s.3s"	"3S"	"1"	"1s2.2p.(2P*<3/2>).3d"	"3P*"	"0"		"T5633LS"	""	
N	4	""	"74.4737"	""	"5.58e+07"	B	"377284.8"	"511560.4"	"1s2.2s.3s"	"3S"	"1"	"1s2.2p.(2P*<3/2>).3d"	"3P*"	"1"		"T5633LS"	""	
N	4	""	"74.5020"	""	"5.57e+07"	B	"377284.8"	"511509.3"	"1s2.2s.3s"	"3S"	"1"	"1s2.2p.(2P*<3/2>).3d"	"3P*"	"2"		"T5633LS"	""	
N	2	""	"74.5841"	""	"1.35e+09"	B+	"32688.8"	"166765.66"	"2s2.2p2"	"1S"	"0"	"2s.2p3"	"1P*"	"1"		"T7333"	""	
N	2	"74.6984"	"74.6984"	"285"	"3.69e+09"	A	"15316.2"	"149187.80"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3s"	"1P*"	"1"		"T7333"	"L3513"	
N	2	""	"74.7606"	""	"7.17e+03"	C+	"15316.2"	"149076.52"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3s"	"3P*"	"2"		"T7333"	""	
N	5	"74.8195"	"74.8195"	"150"	"8.07e+09"	B	"484404.3"	"618059.3"	"1s2.3d"	"2D"	"3/2"	"1s2.4f"	"2F*"	"5/2"		"T3127LS"	"L4829"	
N	5	"74.8291"	"74.8291"	"200"	"8.64e+09"	B	"484426.3"	"618064.1"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"7/2"		"T3127LS"	"L4829"	
N	5	""	"74.8318"	""	"5.76e+08"	B	"484426.3"	"618059.3"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"5/2"		"T3127LS"	""	
N	2	""	"74.8369"	""	"3.81e+08"	A	"15316.2"	"148940.17"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3s"	"3P*"	"1"		"T7333"	""	
N	3	""	"75.7886"	""	"3.57e+08"	B	"245665.4"	"377611.3"	"2s2.3p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"75.8078"	""	"1.43e+09"	B	"245665.4"	"377577.9"	"2s2.3p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"75.8093"	""	"1.78e+09"	B	"245701.3"	"377611.3"	"2s2.3p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"75.8177"	""	"1.59e+09"	B	"309131.2"	"441026.6"	"2s.2p.(3P*).3p"	"2P"	"1/2"	"2p2.(3P).3p"	"2S*"	"1/2"		"T7192LS"	""	
N	3	""	"75.8285"	""	"7.13e+08"	B	"245701.3"	"377577.9"	"2s2.3p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"75.8487"	""	"3.17e+09"	B	"309185.2"	"441026.6"	"2s.2p.(3P*).3p"	"2P"	"3/2"	"2p2.(3P).3p"	"2S*"	"1/2"		"T7192LS"	""	
N	5	""	"76.0413"	""	"1.85e+08"	A	"615141.0"	"[746648.5]"	"1s2.4p"	"2P*"	"1/2"	"1s2.8d"	"2D"	"3/2"		"T5118LS"	""	
N	5	""	"76.0596"	""	"2.22e+08"	A	"615173.8"	"[746649.7]"	"1s2.4p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"5/2"		"T5118LS"	""	
N	5	""	"76.0603"	""	"3.71e+07"	A	"615173.8"	"[746648.5]"	"1s2.4p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"3/2"		"T5118LS"	""	
N	3	"76.3336"	"76.3334"	"500"	"9.58e+08"	B	"0.0"	"131004.3"	"2s2.2p"	"2P*"	"1/2"	"2s.2p2"	"2S"	"1/2"		"T6335n"	"L3513"	
N	3	"76.4359"	"76.4351"	"570"	"1.85e+09"	B	"174.4"	"131004.3"	"2s2.2p"	"2P*"	"3/2"	"2s.2p2"	"2S"	"1/2"		"T6335n"	"L3513"	
N	5	""	"76.4704"	""	"3.01e+07"	B+	"484404.3"	"615173.8"	"1s2.3d"	"2D"	"3/2"	"1s2.4p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"76.4833"	""	"2.71e+08"	B+	"484426.3"	"615173.8"	"1s2.3d"	"2D"	"5/2"	"1s2.4p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"76.4896"	""	"3.01e+08"	B+	"484404.3"	"615141.0"	"1s2.3d"	"2D"	"3/2"	"1s2.4p"	"2P*"	"1/2"		"T5118LS"	""	
N	4	"76.5148"	"76.5147"	"570"	"2.320e+09"	A+	"0.0"	"130693.9"	"1s2.2s2"	"1S"	"0"	"1s2.2s.2p"	"1P*"	"1"		"u24"	"L4738"	
N	5	""	"76.8553"	""	"5.11e+07"	B+	"615141.0"	"[745255.6]"	"1s2.4p"	"2P*"	"1/2"	"1s2.8s"	"2S"	"1/2"		"T5118LS"	""	
N	5	""	"76.8747"	""	"1.02e+08"	B+	"615173.8"	"[745255.6]"	"1s2.4p"	"2P*"	"3/2"	"1s2.8s"	"2S"	"1/2"		"T5118LS"	""	
N	4	""	"77.0678"	""	"1.53e+08"	B	"388854.6"	"518610.5"	"1s2.2s.3s"	"1S"	"0"	"1s2.2p.(2P*<3/2>).3d"	"1P*"	"1"		"T5633"	""	
N	3	"77.1544"	"77.1545"	"250"	"8.19e+08"	B	"57187.1"	"186797.1"	"2s.2p2"	"4P"	"1/2"	"2p3"	"4S*"	"3/2"		"T6335n"	"L3513"	
N	3	"77.1901"	"77.1901"	"300"	"1.64e+09"	B	"57246.8"	"186797.1"	"2s.2p2"	"4P"	"3/2"	"2p3"	"4S*"	"3/2"		"T6335n"	"L3513"	
N	3	"77.2385"	"77.2384"	"350"	"2.45e+09"	B	"57327.9"	"186797.1"	"2s.2p2"	"4P"	"5/2"	"2p3"	"4S*"	"3/2"		"T6335n"	"L3513"	
N	3	"77.2891"	"77.2889"	"200"	"2.09e+09"	B	"101023.9"	"230408.6"	"2s.2p2"	"2D"	"5/2"	"2p3"	"2P*"	"3/2"		"T6335n"	"L3513"	
N	3	""	"77.2929"	""	"2.36e+08"	B	"101030.6"	"230408.6"	"2s.2p2"	"2D"	"3/2"	"2p3"	"2P*"	"3/2"		"T6335n"	""	
N	3	""	"77.2955"	""	"2.34e+09"	B	"101030.6"	"230404.3"	"2s.2p2"	"2D"	"3/2"	"2p3"	"2P*"	"1/2"		"T6335n"	""	
N	3	"77.2975"	""	"150"	""		""	""	""	""	""	""	""	""		""	"L3513"	
N	3	""	"77.3118"	""	"1.42e+08"	B	"267238.4"	"396584.8"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(1P*).3d"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"77.3151"	""	"1.99e+09"	B	"267244.0"	"396584.8"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(1P*).3d"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"77.3177"	""	"1.92e+09"	B	"267238.4"	"396574.9"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(1P*).3d"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"77.3210"	""	"2.13e+08"	B	"267244.0"	"396574.9"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(1P*).3d"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"77.4357"	""	"5.36e+07"	B	"245665.4"	"374804.8"	"2s2.3p"	"2P*"	"1/2"	"2s.2p.(3P*).4p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"77.4572"	""	"2.68e+08"	B	"245701.3"	"374804.8"	"2s2.3p"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"77.4707"	""	"2.14e+08"	B	"245665.4"	"374746.4"	"2s2.3p"	"2P*"	"1/2"	"2s.2p.(3P*).4p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"77.4923"	""	"1.07e+08"	B	"245701.3"	"374746.4"	"2s2.3p"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2P"	"1/2"		"T7192LS"	""	
N	2	"77.5965"	"77.5965"	"650"	"3.14e+09"	A	"15316.2"	"144187.94"	"2s2.2p2"	"1D"	"2"	"2s.2p3"	"1D*"	"2"		"T7333"	"L3513"	
N	5	""	"77.7663"	""	"2.03e+05"	B	"618059.3"	"[746649.7]"	"1s2.4f"	"2F*"	"5/2"	"1s2.8d"	"2D"	"5/2"		"T3127LS"	""	
N	5	""	"77.7670"	""	"4.26e+06"	B	"618059.3"	"[746648.5]"	"1s2.4f"	"2F*"	"5/2"	"1s2.8d"	"2D"	"3/2"		"T3127LS"	""	
N	5	""	"77.7692"	""	"4.06e+06"	B	"618064.1"	"[746649.7]"	"1s2.4f"	"2F*"	"7/2"	"1s2.8d"	"2D"	"5/2"		"T3127LS"	""	
N	5	""	"77.7707"	""	"7.81e+08"	A	"477765.7"	"606348.8"	"1s2.3p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"		"T5118LS"	""	
N	5	""	"77.8169"	""	"1.56e+09"	A	"477842.0"	"606348.8"	"1s2.3p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"		"T5118LS"	""	
N	5	""	"77.8855"	""	"2.79e+06"	B	"617916.3"	"[746309.9]"	"1s2.4d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"77.8879"	""	"2.79e+07"	B	"617916.3"	"[746306.0]"	"1s2.4d"	"2D"	"3/2"	"1s2.8p"	"2P*"	"1/2"		"T5118LS"	""	
N	5	""	"77.8911"	""	"2.51e+07"	B	"617925.5"	"[746309.9]"	"1s2.4d"	"2D"	"5/2"	"1s2.8p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"78.9513"	""	"1.37e+08"	B	"606348.8"	"[733009.2]"	"1s2.4s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"78.9550"	""	"1.37e+08"	B	"606348.8"	"[733003.3]"	"1s2.4s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"1/2"		"T5118LS"	""	
N	4	""	"79.1045"	""	"4.28e+08"	B	"377284.8"	"503699.8"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.4p"	"3P*"	"0"		"T5633LS"	""	
N	4	""	"79.1095"	""	"4.28e+08"	B	"377284.8"	"503691.9"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.4p"	"3P*"	"1"		"T5633LS"	""	
N	4	""	"79.1167"	""	"4.29e+08"	B	"377284.8"	"503680.4"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.4p"	"3P*"	"2"		"T5633LS"	""	
N	3	""	"80.2278"	""	"6.00e+06"	C+	"309656.2"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).8d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"80.2278"	""	"3.00e+06"	C+	"309656.2"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).8d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"80.2508"	""	"6.00e+06"	C+	"309691.8"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).8d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"80.2508"	""	"4.80e+06"	C+	"309691.8"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).8d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"80.2508"	""	"2.80e+06"	C+	"309691.8"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).8d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"80.2905"	""	"6.87e+06"	B	"309753.5"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).8d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"80.2905"	""	"1.71e+06"	C+	"309753.5"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).8d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"80.2905"	""	"4.19e+06"	C+	"309753.5"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).8d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"80.3527"	""	"1.02e+07"	B	"309849.8"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).8d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"80.3527"	""	"2.27e+06"	C+	"309849.8"	"434301.2"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).8d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"81.2828"	""	"1.14e+07"	B	"297151.2"	"420178.4"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"81.3306"	""	"4.54e+07"	B	"297151.2"	"420106.1"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
